sku,attribute_set_code,product_type,product_websites,country_of_manufacture,name,description,short_description,weight,product_online,tax_class_name,visibility,price,additional_attributes,qty,is_in_stock,categories
1140638803,Products,simple,base,Algeria,agrafes-n°-10-techno-ref-6452,"Parfaitement adapté à toutes les agrafeuses recevant des agrafes n°24/6.
 Elles sont en métal de couleur argentée.
 Agrafent 15 feuilles de 80g.
 Largeur : 4,8 mm (×1000).
 Epaisseur : 440 μm.","Agrafes de haute performance, fabriquées en métal de couleur argentée.",20,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=6452",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/AGRAFAGES/AGRAFES & OTE AGRAFES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/AGRAFAGES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/AGRAFAGES/AGRAFES & OTE AGRAFES,Default Category/Tous les produits/SCOLAIRE/AGRAFAGES,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits/BRICOLAGE/AGRAFAGES/AGRAFES & OTE AGRAFES,Default Category/Tous les produits/BRICOLAGE/AGRAFAGES,Default Category/Tous les produits/BRICOLAGE,Default Category/Tous les produits/LOISIRS CREATIFS/AGRAFAGES/AGRAFES & OTE AGRAFES,Default Category/Tous les produits/LOISIRS CREATIFS/AGRAFAGES,Default Category/Tous les produits/LOISIRS CREATIFS"
1140659112,Products,configurable,base,Algeria,trieur-de-classement-avec-13-compartiments-techno-ref-7434,"Cette valisette entièrement en polypropylène, avec poignée rigide, présente une très large capacité de classement d'environ 400 feuilles réparties en 13 compartiments.
 Elle permet de classer tout type de documents professionnels ou personnels par ordre alphabétique, numérique désponible en trois couleur.","Parfait pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=7434",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/TRIEURS,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits"
1140662423,Products,virtual,base,Algeria,trieur-de-classement-beige-avec-13-compartiments-techno-ref-7434,"Cette valisette entièrement en polypropylène, avec poignée rigide, présente une très large capacité de classement d'environ 400 feuilles réparties en 13 compartiments.
 Elle permet de classer tout type de documents professionnels ou personnels par ordre alphabétique, numérique désponible en trois couleur.","Parfait pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",350,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=7434,color=BEIGE",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/TRIEURS,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits"
1140662424,Products,virtual,base,Algeria,trieur-de-classement-bleu-avec-13-compartiments-techno-ref-7434,"Cette valisette entièrement en polypropylène, avec poignée rigide, présente une très large capacité de classement d'environ 400 feuilles réparties en 13 compartiments.
 Elle permet de classer tout type de documents professionnels ou personnels par ordre alphabétique, numérique désponible en trois couleur.","Parfait pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",350,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=7434,color=BLEU",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/TRIEURS,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits"
1140662422,Products,virtual,base,Algeria,trieur-de-classement-vert-militaire-avec-13-compartiments-techno-ref-7434,"Cette valisette entièrement en polypropylène, avec poignée rigide, présente une très large capacité de classement d'environ 400 feuilles réparties en 13 compartiments.
 Elle permet de classer tout type de documents professionnels ou personnels par ordre alphabétique, numérique désponible en trois couleur.","Parfait pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",350,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=7434,color=VERT MILITAIRE",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/TRIEURS,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits"
1140635260,Products,simple,base,Algeria,boite-darchives-alveolaire-en-pp-personnalisable-bleu-techno-ref-9782,"Boîte d'archive fabriquée en PVC pour contenir des documents volumineux.
 Fermeture par encliquetage.
 Dimensions : Largeur 9 cm x profondeur 33 cm x hauteur 25 cm.
 Avec une zone d'écriture pour une identification facile et rapide.
 Oeillet de préhension pour faciliter la prise en main, la couleur bleu.
 Fabriquée en Algérie.","Parfaite pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",140,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9782",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/SCOLAIRE"
1140635261,Products,simple,base,Algeria,boite-darchives-alveolaire-en-pp-personnalisable-grise-techno-ref-9783,"Boîte d'archive fabriquée en PVC pour contenir des documents volumineux.
 Fermeture par encliquetage.
 Dimensions : Largeur 9 cm x profondeur 33 cm x hauteur 25 cm.
 Avec une zone d'écriture pour une identification facile et rapide.
 Oeillet de préhension pour faciliter la prise en main, la couleur grise.
 Fabriquée en Algérie.","Parfaite pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",140,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9783",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/SCOLAIRE"
1140635262,Products,simple,base,Algeria,boite-darchives-alveolaire-en-pp-personnalisable-jaune-techno-ref-9784,"Boîte d'archive fabriquée en PVC pour contenir des documents volumineux.
 Fermeture par encliquetage.
 Dimensions : Largeur 9 cm x profondeur 33 cm x hauteur 25 cm.
 Avec une zone d'écriture pour une identification facile et rapide.
 Oeillet de préhension pour faciliter la prise en main, la couleur jaune.
 Fabriquée en Algérie.","Parfaite pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",140,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9784",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/SCOLAIRE"
1140635263,Products,simple,base,Algeria,boite-darchives-alveolaire-en-pp-personnalisable-noire-techno-ref-9785,"Boîte d'archive fabriquée en PVC pour contenir des documents volumineux.
 Fermeture par encliquetage.
 Dimensions : Largeur 9 cm x profondeur 33 cm x hauteur 25 cm.
 Avec une zone d'écriture pour une identification facile et rapide.
 Oeillet de préhension pour faciliter la prise en main, la couleur noire.
 Fabriquée en Algérie.","Parfaite pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",140,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9785",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/SCOLAIRE"
1140635264,Products,simple,base,Algeria,boite-darchives-alveolaire-en-pp-personnalisable-orange-techno-ref-9786,"Boîte d'archive fabriquée en PVC pour contenir des documents volumineux.
 Fermeture par encliquetage.
 Dimensions : Largeur 9 cm x profondeur 33 cm x hauteur 25 cm.
 Avec une zone d'écriture pour une identification facile et rapide.
 Oeillet de préhension pour faciliter la prise en main, la couleur orange.
 Fabriquée en Algérie.","Parfaite pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",140,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9786",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/SCOLAIRE"
1140635265,Products,simple,base,Algeria,boite-darchives-alveolaire-en-pp-personnalisable-rouge-techno-ref-9787,"Boîte d'archive fabriquée en PVC pour contenir des documents volumineux.
 Fermeture par encliquetage.
 Dimensions : Largeur 9 cm x profondeur 33 cm x hauteur 25 cm.
 Avec une zone d'écriture pour une identification facile et rapide.
 Oeillet de préhension pour faciliter la prise en main, la couleur rouge.
 Fabriquée en Algérie.","Parfaite pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",140,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9787",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/SCOLAIRE"
1140635266,Products,simple,base,Algeria,boite-darchives-alveolaire-en-pp-personnalisable-verte-techno-ref-9788,"Boîte d'archive fabriquée en PVC pour contenir des documents volumineux.
 Fermeture par encliquetage.
 Dimensions : Largeur 9 cm x profondeur 33 cm x hauteur 25 cm.
 Avec une zone d'écriture pour une identification facile et rapide.
 Oeillet de préhension pour faciliter la prise en main, la couleur verte.
 Fabriquée en Algérie.","Parfaite pour organiser et conserver vos documents commerciaux, financiers, administratifs, etc.",140,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9788",999,1,"Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE,Default Category/Tous les produits,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE/BOITE D ARCHIVES,Default Category/Tous les produits/SCOLAIRE/CLASSEMENT & ARCHIVAGE,Default Category/Tous les produits/SCOLAIRE"
1140637998,Products,configurable,base,Algeria,cahier-pique-challenge-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne. - Disponible en 8 colores","Cahier scolaire à réglure Seyès, avec des designs modernes et exclusifs et une bonne qualité de papier pour un meilleur confort d'écriture. Idéal pour l’écriture et l’apprentissage quotidien.",,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
1140673242,Products,virtual,base,Algeria,cahier-pique-challenge-bleu-96p-17x22-cm-seyes-70g-techno-ref-9810,"Découvrez notre cahier scolaire de haute qualité, fabriqué en Algérie, avec la célèbre réglure Seyès qui facilite l’apprentissage et la maîtrise de l’écriture.
 
 -Ce cahier contient 96 pages en papier extra blanc de 70 g/m², offrant une écriture fluide et agréable.
 -Son format pratique 17×22 cm le rend facile à transporter et parfaitement adapté au sac scolaire.
 -Sa couverture cartonnée vernie garantit une meilleure protection et une durabilité renforcée.
 
 -Parfait pour les élèves du primaire et du collège.
 -Certifié respectueux de l’environnement (EU Ecolabel).
 -Un produit 100% algérien, alliant qualité et design moderne.
 - Cahier couleur BLEU","Cahier scolaire à réglure Seyès, format 17×22 cm, 96 pages, papier extra blanc 70 g/m² avec couverture cartonnée vernie. Idéal pour l’écriture et l’apprentissage quotidien.",146,2,Taxable Goods,search,0,"mgs_brand=TECHNO,techno_ref=9810,color=BLEU",999,1,"Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/SCOLAIRE/SUPPORTS EN PAPIER,Default Category/Tous les produits/SCOLAIRE,Default Category/Tous les produits,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER/CAHIER & REGISTRE,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE/SUPPORTS EN PAPIER,Default Category/Tous les produits/BUREAUTIQUE & INFORMATIQUE"
